image_path,gt,score_cat,score_dog,score_bird
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0066.png,cat,0.8305,0.0588,0.1107
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0067.png,cat,0.8818,0.0027,0.1155
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0068.png,cat,0.7765,0.1078,0.1157
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0069.png,cat,0.8657,0.0111,0.1232
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0070.png,cat,0.9499,0.0246,0.0255
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0071.png,cat,0.8707,0.0739,0.0554
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0072.png,cat,0.7434,0.0685,0.1881
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0073.png,cat,0.8093,0.0993,0.0914
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0074.png,cat,0.8194,0.0039,0.1767
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0075.png,cat,0.9033,0.0867,0.01
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0076.png,cat,0.8421,0.0875,0.0704
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0077.png,cat,0.7663,0.1571,0.0766
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0078.png,cat,0.8473,0.111,0.0417
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0079.png,cat,0.8565,0.0155,0.128
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0080.png,cat,0.825,0.0403,0.1347
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0081.png,cat,0.8017,0.11,0.0883
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0082.png,cat,0.9564,0.0362,0.0074
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0083.png,cat,0.8919,0.0343,0.0738
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0084.png,cat,0.8966,0.0301,0.0733
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0085.png,cat,0.8422,0.0404,0.1174
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0086.png,cat,0.8172,0.0301,0.1527
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0087.png,cat,0.8272,0.0752,0.0976
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0088.png,cat,0.7861,0.1907,0.0232
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0089.png,cat,0.9289,0.0633,0.0078
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0090.png,cat,0.8441,0.0809,0.075
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0091.png,cat,0.9153,0.0654,0.0193
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0092.png,cat,0.8295,0.0637,0.1068
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0093.png,cat,0.8714,0.096,0.0326
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0094.png,cat,0.8592,0.1319,0.0089
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0095.png,cat,0.7816,0.0268,0.1916
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0096.png,cat,0.9362,0.0098,0.054
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0097.png,cat,0.8308,0.1014,0.0678
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0098.png,cat,0.7947,0.0637,0.1416
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0099.png,cat,0.8822,0.1145,0.0033
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0100.png,cat,0.8498,0.0216,0.1286
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0101.png,cat,0.8669,0.0306,0.1025
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0102.png,cat,0.8545,0.0986,0.0469
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0103.png,cat,0.7474,0.1279,0.1247
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0104.png,cat,0.8078,0.1117,0.0805
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0105.png,cat,0.8061,0.1559,0.038
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0106.png,cat,0.8958,0.077,0.0272
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0107.png,cat,0.8515,0.0184,0.1301
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0108.png,cat,0.8745,0.0499,0.0756
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0109.png,cat,0.8336,0.0813,0.0851
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0110.png,cat,0.8769,0.1176,0.0055
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0111.png,cat,0.8422,0.1459,0.0119
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0112.png,cat,0.8388,0.0895,0.0717
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0113.png,cat,0.8589,0.0149,0.1262
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0114.png,cat,0.8545,0.061,0.0845
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0115.png,cat,0.9759,0.0144,0.0097
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0116.png,cat,0.8073,0.155,0.0377
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0117.png,cat,0.7769,0.1751,0.048
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0118.png,cat,0.8658,0.0146,0.1196
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0119.png,cat,0.8135,0.1486,0.0379
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0120.png,cat,0.7426,0.1366,0.1208
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0121.png,cat,0.7968,0.1763,0.0269
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0122.png,cat,0.9605,0.0163,0.0232
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0123.png,cat,0.8061,0.1264,0.0675
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0124.png,cat,0.7621,0.108,0.1299
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0125.png,cat,0.9565,0.0103,0.0332
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0126.png,cat,0.7951,0.1673,0.0376
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0127.png,cat,0.99,0.0007,0.0093
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0128.png,cat,0.8316,0.0246,0.1438
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0129.png,cat,0.9365,0.0197,0.0438
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0130.png,cat,0.8378,0.1494,0.0128
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0131.png,cat,0.8718,0.0365,0.0917
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0132.png,cat,0.8433,0.0181,0.1386
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0133.png,cat,0.8381,0.009,0.1529
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0134.png,cat,0.8616,0.0074,0.131
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0135.png,cat,0.8735,0.0861,0.0404
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0136.png,cat,0.8578,0.0452,0.097
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0137.png,cat,0.8527,0.1289,0.0184
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0138.png,cat,0.8139,0.0081,0.178
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0139.png,cat,0.8452,0.0386,0.1162
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0140.png,cat,0.9287,0.0297,0.0416
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0141.png,cat,0.8118,0.0703,0.1179
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0142.png,cat,0.8631,0.0139,0.123
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0143.png,cat,0.9096,0.0047,0.0857
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0144.png,cat,0.874,0.0125,0.1135
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0145.png,cat,0.8964,0.0935,0.0101
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0146.png,cat,0.7945,0.1648,0.0407
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0147.png,cat,0.8632,0.0879,0.0489
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0148.png,cat,0.8354,0.0221,0.1425
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0149.png,cat,0.8374,0.0836,0.079
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0150.png,cat,0.9235,0.0354,0.0411
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0151.png,cat,0.8382,0.1035,0.0583
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0152.png,cat,0.8648,0.0189,0.1163
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0153.png,cat,0.7621,0.0992,0.1387
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0154.png,cat,0.9364,0.0234,0.0402
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0155.png,cat,0.8932,0.035,0.0718
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0156.png,cat,0.8469,0.105,0.0481
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0157.png,cat,0.8333,0.1582,0.0085
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0158.png,cat,0.8792,0.0581,0.0627
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0159.png,cat,0.9089,0.0488,0.0423
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0160.png,cat,0.9372,0.041,0.0218
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0161.png,cat,0.8914,0.0579,0.0507
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0162.png,cat,0.8533,0.0423,0.1044
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0163.png,cat,0.8995,0.0203,0.0802
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0164.png,cat,0.8892,0.0954,0.0154
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0165.png,cat,0.8535,0.09,0.0565
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0166.png,cat,0.8876,0.0816,0.0308
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0167.png,cat,0.8865,0.1062,0.0073
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0168.png,cat,0.8467,0.147,0.0063
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0169.png,cat,0.8241,0.1044,0.0715
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0170.png,cat,0.8819,0.0939,0.0242
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0171.png,cat,0.7993,0.0509,0.1498
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0172.png,cat,0.7892,0.02,0.1908
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0173.png,cat,0.8656,0.0759,0.0585
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0174.png,cat,0.8805,0.0557,0.0638
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0175.png,cat,0.8652,0.103,0.0318
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0176.png,cat,0.8707,0.0636,0.0657
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0177.png,cat,0.7468,0.2358,0.0174
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0178.png,cat,0.8796,0.0141,0.1063
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0179.png,cat,0.9238,0.0501,0.0261
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0180.png,cat,0.8923,0.0834,0.0243
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0181.png,cat,0.8907,0.0365,0.0728
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0182.png,cat,0.8616,0.1055,0.0329
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0183.png,cat,0.8635,0.0497,0.0868
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0184.png,cat,0.8426,0.0248,0.1326
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0185.png,cat,0.8691,0.1225,0.0084
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0186.png,cat,0.7971,0.0778,0.1251
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0187.png,cat,0.9241,0.042,0.0339
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0188.png,cat,0.8089,0.1491,0.042
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0189.png,cat,0.8922,0.0406,0.0672
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0190.png,cat,0.9164,0.06,0.0236
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0191.png,cat,0.8921,0.0128,0.0951
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0192.png,cat,0.9664,0.0214,0.0122
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0193.png,cat,0.7498,0.1472,0.103
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0194.png,cat,0.8271,0.0021,0.1708
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0195.png,cat,0.9154,0.0698,0.0148
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0196.png,cat,0.7874,0.0975,0.1151
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0197.png,cat,0.8103,0.0573,0.1324
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0198.png,cat,0.8762,0.0967,0.0271
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0199.png,cat,0.7793,0.22,0.0007
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0200.png,cat,0.8527,0.0418,0.1055
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0201.png,cat,0.873,0.0135,0.1135
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0202.png,cat,0.857,0.0129,0.1301
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0203.png,cat,0.8615,0.004,0.1345
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0204.png,cat,0.8148,0.0265,0.1587
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0205.png,cat,0.8598,0.0278,0.1124
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0206.png,cat,0.8303,0.1114,0.0583
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0207.png,cat,0.8367,0.0009,0.1624
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0208.png,cat,0.8914,0.0658,0.0428
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0209.png,cat,0.7852,0.0512,0.1636
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0210.png,cat,0.7333,0.0153,0.2514
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0211.png,cat,0.8875,0.1044,0.0081
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0212.png,cat,0.8599,0.0978,0.0423
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0213.png,cat,0.9163,0.0034,0.0803
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0214.png,cat,0.8116,0.0235,0.1649
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0215.png,cat,0.8451,0.1154,0.0395
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0216.png,cat,0.8547,0.1237,0.0216
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0217.png,cat,0.8203,0.132,0.0477
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0218.png,cat,0.8056,0.0526,0.1418
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0219.png,cat,0.8902,0.1076,0.0022
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0220.png,cat,0.7809,0.0119,0.2072
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0221.png,cat,0.7979,0.0086,0.1935
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0222.png,cat,0.8434,0.1111,0.0455
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0223.png,cat,0.8964,0.0095,0.0941
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0224.png,cat,0.8233,0.1732,0.0035
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0225.png,cat,0.8172,0.1433,0.0395
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0226.png,cat,0.8405,0.0913,0.0682
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0227.png,cat,0.8681,0.1248,0.0071
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0228.png,cat,0.8329,0.0966,0.0705
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0229.png,cat,0.9034,0.0627,0.0339
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0230.png,cat,0.9057,0.014,0.0803
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0231.png,cat,0.8434,0.0633,0.0933
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0232.png,cat,0.9475,0.0063,0.0462
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0233.png,cat,0.8535,0.0407,0.1058
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0234.png,cat,0.9038,0.0412,0.055
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0235.png,cat,0.8667,0.0846,0.0487
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0236.png,cat,0.8657,0.0549,0.0794
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0237.png,cat,0.7705,0.135,0.0945
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0238.png,cat,0.7942,0.0074,0.1984
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0239.png,cat,0.8353,0.0781,0.0866
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0240.png,cat,0.9053,0.0542,0.0405
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0241.png,cat,0.8674,0.0931,0.0395
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0242.png,cat,0.8358,0.1071,0.0571
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0243.png,cat,0.881,0.0937,0.0253
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0244.png,cat,0.9032,0.0418,0.055
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0245.png,cat,0.8503,0.054,0.0957
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0246.png,cat,0.8611,0.1023,0.0366
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0247.png,cat,0.8546,0.1339,0.0115
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0248.png,cat,0.8472,0.0795,0.0733
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0249.png,cat,0.811,0.0594,0.1296
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0250.png,cat,0.8074,0.0952,0.0974
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0251.png,cat,0.8806,0.0086,0.1108
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0252.png,cat,0.9043,0.0053,0.0904
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0253.png,cat,0.8357,0.0549,0.1094
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0254.png,cat,0.8346,0.0519,0.1135
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0255.png,cat,0.7585,0.0035,0.238
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0256.png,cat,0.7505,0.2137,0.0358
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0257.png,cat,0.9182,0.0126,0.0692
/mnt/d/dev_repos/dev_ir_result_analysis/data/images/image_0258.png,cat,0.814,0.0223,0.1637
